Original Stub Packed With UPX

Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
0045A13F  push installer_1vs100.4AB8E0                                      "invalid string position"
0045A1A1  push installer_1vs100.4AB8F8                                      "string too long"
0045A1C6  push installer_1vs100.4AB8E0                                      "invalid string position"
0045A1EC  push installer_1vs100.4AB8E0                                      "invalid string position"
0045A20B  mov edi,installer_1vs100.4B20FC                                   "@fE"
0045A2B1  push installer_1vs100.4B26E0                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxmlparser.cpp"
0045A2B6  push installer_1vs100.4B2984                                      L"in->peek() == '<'"
0045A38E  mov edi,installer_1vs100.4B2240                                   "<![CDATA["
0045A42F  push installer_1vs100.4B26E0                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxmlparser.cpp"
0045A434  push installer_1vs100.4B296C                                      L"!closingTag"
0045A52A  push installer_1vs100.4B26E0                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxmlparser.cpp"
0045A52F  push installer_1vs100.4B2958                                      L"c == '>'"
0045A650  push installer_1vs100.4B2238                                      "</"
0045A90C  mov edx,dword ptr ds:[4CE6A4]                                     "<+K"
0045C9E0  mov ecx,installer_1vs100.4B2B84                                   "CMT"
0045D1CB  push installer_1vs100.4B2B84                                      "CMT"
0045DE70  push installer_1vs100.4B2B80                                      "RR"
0045E12E  mov edx,dword ptr ds:[4B2B90]                                     "- ???"
0045EE57  mov ecx,installer_1vs100.4B2B98                                   "AV"
0046008E  push installer_1vs100.4B2BA4                                      L"*?"
004600AC  push installer_1vs100.4B2BA0                                      "*?"
004601F8  push installer_1vs100.4B2BB0                                      "?*<>|\""
00460232  mov eax,installer_1vs100.4B2BB0                                   "?*<>|\""
0046023B  mov eax,installer_1vs100.4B2BB8                                   "?*"
00460888  mov ecx,dword ptr ds:[4B2BC4]                                     ".rar"
004608D1  push installer_1vs100.4AE418                                      "exe"
004608E3  push installer_1vs100.4B2BC0                                      "sfx"
004609AD  mov cx,word ptr ds:[4B2BBC]                                       "00"
00460A23  push installer_1vs100.4B2BA0                                      "*?"
00460C7A  push installer_1vs100.4B2B9C                                      "rar"
00464D81  cmp esi,installer_1vs100.4B2BF0                                   "rtmp%d"
0046B2EE  push installer_1vs100.4B2BF0                                      "rtmp%d"
0046BA89  mov ecx,installer_1vs100.4AC36C                                   ".."
0046BB8A  push installer_1vs100.4B2C0C                                      "SeSecurityPrivilege"
0046BBDB  push installer_1vs100.4B2BF8                                      "SeRestorePrivilege"
0046BF0E  mov dx,word ptr ds:[4B2C20]                                       ".\\"
0046C2D6  push installer_1vs100.4B2C24                                      L".\\"
0046C65C  mov ecx,installer_1vs100.4B2C30                                   "ACL"
0046C69B  mov ecx,installer_1vs100.4B2C2C                                   "STM"
0046C807  push installer_1vs100.4B2BA0                                      "*?"
0046C95F  push installer_1vs100.4B2BA4                                      L"*?"
0046CBF7  push installer_1vs100.4B2C34                                      "__rar_"
0046CDF8  push installer_1vs100.4B2C3C                                      L"__rar_"
00470016  push installer_1vs100.4B2C4C                                      "(object)"
004701D0  mov eax,installer_1vs100.4B1B84                                   "int"
00470230  mov eax,installer_1vs100.4B1B7C                                   "double"
00470310  mov eax,installer_1vs100.4B2D08                                   "null"
0047048D  push installer_1vs100.4AB8F8                                      "string too long"
004704AB  push installer_1vs100.4AB8F8                                      "string too long"
004705BE  push installer_1vs100.4AB8E0                                      "invalid string position"
004705F0  push installer_1vs100.4ABD38                                      "map/set<T> too long"
00470812  push installer_1vs100.4ABD4C                                      "invalid map/set<T> iterator"
00470E54  push installer_1vs100.4B2D08                                      "null"
00470F5D  push installer_1vs100.4B2D18                                      "%ld"
00470FA7  push installer_1vs100.4B2D10                                      "%.31lf"
00471241  push installer_1vs100.4B2D2C                                      "{}"
00471297  push installer_1vs100.4B2D28                                      "  "
0047134A  push installer_1vs100.4B2D24                                      ",\n"
0047137F  push installer_1vs100.4B2D20                                      " : "
00471ED0  mov eax,installer_1vs100.4B2DA0                                   "object"
00472800  push installer_1vs100.4B2DA8                                      "%x"
004728AC  push installer_1vs100.4B2DA8                                      "%x"
004738D2  push installer_1vs100.4B2DA8                                      "%x"
00473CC3  push installer_1vs100.4B2D08                                      "null"
00473D33  push installer_1vs100.4ABA58                                      "true"
00473DA0  push installer_1vs100.4ABA50                                      "false"
0047426B  push installer_1vs100.4AC1A8                                      "list<T> too long"
0047430F  mov dword ptr ds:[esi],installer_1vs100.4AC6DC                    "pyA"
00474356  mov dword ptr ss:[esp+28],installer_1vs100.4AC6DC                 "pyA"
004743DB  mov dword ptr ds:[esi],installer_1vs100.4AC6DC                    "pyA"
00474402  mov dword ptr ss:[esp+1C],installer_1vs100.4AC6DC                 "pyA"
00474B1B  mov dword ptr ss:[esp+10],installer_1vs100.4B2DBC                 "MY"
00474B23  mov dword ptr ss:[esp+14],installer_1vs100.4B2DB8                 "CA"
00474B2B  mov dword ptr ss:[esp+18],installer_1vs100.4B2DB0                 "ROOT"
00474B33  mov dword ptr ss:[esp+1C],installer_1vs100.4B2DAC                 "SPC"
00474CF0  mov eax,installer_1vs100.4B2DD8                                   "AmX509"
004755D4  mov dword ptr ds:[esi],installer_1vs100.4B2E14                    "@VG"
00475630  mov eax,installer_1vs100.4B2E28                                   "AmVfs"
00475A36  push installer_1vs100.4AC1A8                                      "list<T> too long"
00475AC7  mov dword ptr ds:[esi],installer_1vs100.4B2E14                    "@VG"
00475D47  push installer_1vs100.4B2E80                                      "Invalid File System provided"
004765B4  mov dword ptr ds:[esi],installer_1vs100.4B2EA4                    " fG"
00476610  mov eax,installer_1vs100.4B2EB8                                   "AmCryptYarrow"
004766A7  mov dword ptr ds:[esi],installer_1vs100.4B2EA4                    " fG"
00476706  push installer_1vs100.4B2EC8                                      "(array)"
004767C5  push installer_1vs100.4ABC5C                                      "vector<T> too long"
004769D3  mov dword ptr ds:[esi],installer_1vs100.4B2ED4                    "pjG"
00476A60  mov eax,installer_1vs100.4B2F40                                   "array"
00476A73  mov dword ptr ds:[esi],installer_1vs100.4B2ED4                    "pjG"
00476AFA  mov dword ptr ds:[esi],installer_1vs100.4B2ED4                    "pjG"
00476F21  push installer_1vs100.4ABC5C                                      "vector<T> too long"
00476F89  push installer_1vs100.4ABC5C                                      "vector<T> too long"
0047703A  mov dword ptr ds:[esi],installer_1vs100.4B2ED4                    "pjG"
00477217  push installer_1vs100.4B1954                                      "[]"
00477272  push installer_1vs100.4B2D28                                      "  "
004772B6  push installer_1vs100.4B2D24                                      ",\n"
00477CA6  push installer_1vs100.4AFA1C                                      "(null)"
00479550  mov eax,installer_1vs100.4B2FC0                                   "Error occurred while verifying certificate"
00479556  mov eax,installer_1vs100.4B2F94                                   "Error occurred while reading certificate"
004799A3  push installer_1vs100.4B3058                                      "TMSAMVOF"
00479B64  push installer_1vs100.4B3058                                      "TMSAMVOF"
0047A1CE  cmp cl,byte ptr ds:[eax+4B3088]                                   "USZNFEJB"
0047A6CA  push installer_1vs100.4B3064                                      "TMSAMCLU"
0047A7C0  push installer_1vs100.4ABC5C                                      "vector<T> too long"
0047AB1B  push installer_1vs100.4ABC5C                                      "vector<T> too long"
0047B656  push installer_1vs100.4B307C                                      "TMSAMIDX"
0047B927  push installer_1vs100.4ABC5C                                      "vector<T> too long"
0047BACD  push installer_1vs100.4B3070                                      "TMSAMFIL"
0047C130  push installer_1vs100.4ABC5C                                      "vector<T> too long"
0047C195  push installer_1vs100.4ABC5C                                      "vector<T> too long"
0047C24B  push installer_1vs100.4ABC5C                                      "vector<T> too long"
0047C57E  push installer_1vs100.4B3064                                      "TMSAMCLU"
0047C835  push installer_1vs100.4B307C                                      "TMSAMIDX"
0047C97B  push installer_1vs100.4B3070                                      "TMSAMFIL"
0047CA27  push installer_1vs100.4B3064                                      "TMSAMCLU"
0047CDA1  push installer_1vs100.4ABC5C                                      "vector<T> too long"
0047CE3E  push installer_1vs100.4B304C                                      "TMSAMVOH"
0047D228  mov eax,installer_1vs100.4B346C                                   "Operation not supported"
0047D22E  mov eax,installer_1vs100.4B345C                                   "Volume not open"
0047D234  mov eax,installer_1vs100.4B3448                                   "Volume not found"
0047D23A  mov eax,installer_1vs100.4B3434                                   "Volume is corrupted"
0047D240  mov eax,installer_1vs100.4B3414                                   "Invalid path for volume or file"
0047D246  mov eax,installer_1vs100.4B33F4                                   "Invalid flags or flag mismatch"
0047D24C  mov eax,installer_1vs100.4B33E0                                   "Index out of bound"
0047D252  mov eax,installer_1vs100.4B33C8                                   "Unable to mount volume"
0047D258  mov eax,installer_1vs100.4B33B0                                   "Unable to create volume"
0047D25E  mov eax,installer_1vs100.4B3398                                   "Unable to close volume"
0047D264  mov eax,installer_1vs100.4B337C                                   "File not found in volume"
0047D26A  mov eax,installer_1vs100.4B335C                                   "File already exists in volume"
0047D270  mov eax,installer_1vs100.4B3344                                   "No file open in volume"
0047D276  mov eax,installer_1vs100.4B3330                                   "Unable to open file"
0047D27C  mov eax,installer_1vs100.4B3314                                   "Unable to read file data"
0047D282  mov eax,installer_1vs100.4B32F8                                   "Unable to write file data"
0047D288  mov eax,installer_1vs100.4B32DC                                   "Unable to flush file data"
0047D28E  mov eax,installer_1vs100.4B32B8                                   "Unable to unlink file from volume"
0047D294  mov eax,installer_1vs100.4B3298                                   "Unable to seek at a file level"
0047D29A  mov eax,installer_1vs100.4B326C                                   "Unable to sign authentication information"
0047D2A0  mov eax,installer_1vs100.4B3254                                   "Internal checksum error"
0047D2A6  mov eax,installer_1vs100.4B3234                                   "Unable to authenticate volume"
0047D2AC  mov eax,installer_1vs100.4B3210                                   "Unable to authenticate file data"
0047D2B2  mov eax,installer_1vs100.4B31F8                                   "Invalid write key index"
0047D2B8  mov eax,installer_1vs100.4B31C4                                   "Encryption key not found in key ring while reading"
0047D2BE  mov eax,installer_1vs100.4B3198                                   "Incorrect key; unable to encrypt file data"
0047D2C4  mov eax,installer_1vs100.4B317C                                   "Unable to decrypt file data"
0047D2CA  mov eax,installer_1vs100.4AC184                                   "Invalid handle"
0047D2D0  mov eax,installer_1vs100.4B3168                                   "Invalid parameter"
0047D3BF  mov dword ptr ds:[esi],installer_1vs100.4B2E14                    "@VG"
0047D400  mov eax,installer_1vs100.4B34B0                                   "Too many entropy pools passed"
0047D406  mov eax,installer_1vs100.4B3484                                   "The PRNG is NOT ready to generate numbers"
0047D47F  mov dword ptr ds:[esi],installer_1vs100.4B2EA4                    " fG"
0047DA13  sub edx,installer_1vs100.4B34D0                                   "TMSAMVOF"
0047DA2E  mov eax,installer_1vs100.4B34D0                                   "TMSAMVOF"
0047DA4F  mov ecx,installer_1vs100.4B34D0                                   "TMSAMVOF"
0047E770  mov eax,installer_1vs100.4B3524                                   "AmCryptRsa"
0047E950  push installer_1vs100.4B3500                                      "TMSAMAUT"
00480B64  mov eax,installer_1vs100.4B5ED0                                   "No yarrow pseudo random number generator set"
00480B6A  mov eax,installer_1vs100.4B5E9C                                   "Too many data to be encrypted using current modulus"
00480B70  mov eax,installer_1vs100.4B5E5C                                   "Output buffer too small to receive encrypted or decrypted data"
00480B76  mov eax,installer_1vs100.4B5E2C                                   "Current modulus smaller than message to encrypt"
00480B7C  mov eax,installer_1vs100.4B5E18                                   "Bad decrypted data"
00480B82  mov eax,installer_1vs100.4B5DC8                                   "The number of bits of the key modulus isn't inside of the appropriate interval"
00480B88  mov eax,installer_1vs100.4B5D80                                   "Cannot generate one prime number for a pair of RSA public-private keys"
0048116D  push installer_1vs100.4AC1A8                                      "list<T> too long"
004812CE  push installer_1vs100.4ABD4C                                      "invalid map/set<T> iterator"
0048168A  push installer_1vs100.4B5F18                                      "Stopping downloader..."
00481701  push installer_1vs100.4B5F04                                      "Downloader stopped!"
0048180E  push installer_1vs100.4B5F94                                      "chunk_downloader_start"
00481813  push installer_1vs100.4B5F78                                      "%24s %08x.%08x: [%04x]: %s"
004819C5  push installer_1vs100.4B5F54                                      "chunk_downloader_end"
004819CA  push installer_1vs100.4B5F30                                      "%24s %08x.%08x: %u MB downloaded"
00481A05  push installer_1vs100.4AC1A8                                      "list<T> too long"
00481D72  push installer_1vs100.4ABD4C                                      "invalid map/set<T> iterator"
00482394  push installer_1vs100.4AC1A8                                      "list<T> too long"
004823D7  push installer_1vs100.4ABD4C                                      "invalid map/set<T> iterator"
00482733  push installer_1vs100.4B5FAC                                      "Starting downloader [%d threads]..."
004827DB  push installer_1vs100.4AC1A8                                      "list<T> too long"
00482DE1  mov eax,dword ptr ds:[4B5FD0]                                     "AMRFSPKG"
00482DE8  mov ecx,dword ptr ds:[4B5FD4]                                     "SPKG"
00482E5A  mov eax,installer_1vs100.4B5FD0                                   "AMRFSPKG"
00483098  push installer_1vs100.4B60BC                                      "read_chunk_start"
0048309D  push installer_1vs100.4B6090                                      "%24s %08x.%08x: %8d bytes [%08lx, %08lx] %s"
004830DC  push installer_1vs100.4B6080                                      "read_chunk_end"
004830E1  push installer_1vs100.4B6054                                      "%24s %08x.%08x: failed (chunk not found)"
00483145  push installer_1vs100.4B6080                                      "read_chunk_end"
0048314A  push installer_1vs100.4B6030                                      "%24s %08x.%08x: atomic_read failed"
00483183  push installer_1vs100.4B6080                                      "read_chunk_end"
00483188  push installer_1vs100.4B6010                                      "%24s %08x.%08x: checksum failed"
004831F4  push installer_1vs100.4B6080                                      "read_chunk_end"
004831F9  push installer_1vs100.4B5FFC                                      "%24s %08x.%08x: OK"
00483224  push installer_1vs100.4B6080                                      "read_chunk_end"
00483229  push installer_1vs100.4B5FDC                                      "%24s %08x.%08x: unpack failed"
00483317  push installer_1vs100.4ABD38                                      "map/set<T> too long"
004836AE  push installer_1vs100.4ABD4C                                      "invalid map/set<T> iterator"
00483EDD  mov dword ptr ds:[ebx],installer_1vs100.4B60D4                    "0DH"
0048422F  mov dword ptr ds:[esi],installer_1vs100.4B60D4                    "0DH"
004843A9  mov ecx,dword ptr ds:[4B5FD0]                                     "AMRFSPKG"
004843B1  mov edx,dword ptr ds:[4B5FD4]                                     "SPKG"
00484CB7  push installer_1vs100.4ABC5C                                      "vector<T> too long"
00484D6B  push installer_1vs100.4ABC5C                                      "vector<T> too long"
00484E12  push installer_1vs100.4AC1A8                                      "list<T> too long"
00485B07  push installer_1vs100.4ABD38                                      "map/set<T> too long"
00485E6E  push installer_1vs100.4ABD4C                                      "invalid map/set<T> iterator"
0048671A  push installer_1vs100.4ABD38                                      "map/set<T> too long"
00486A60  mov eax,installer_1vs100.4B611C                                   "AmRfsIndex"
00486CFD  push installer_1vs100.4B6128                                      "AMRFSIDX"
00487AB8  push installer_1vs100.4B6128                                      "AMRFSIDX"
004881A7  push installer_1vs100.4B6134                                      "Could not open rfs information file at: %s"
00488DD6  push installer_1vs100.4AC1A8                                      "list<T> too long"
004891AC  push installer_1vs100.4AC1A8                                      "list<T> too long"
004892B7  push installer_1vs100.4ABD38                                      "map/set<T> too long"
00489B29  push installer_1vs100.4ABC5C                                      "vector<T> too long"
00489FFE  push installer_1vs100.4ABD38                                      "map/set<T> too long"
0048AFA2  push installer_1vs100.4AC424                                      L"rb"
0048B1ED  push installer_1vs100.4B6348                                      L"Assertion failed!"
0048B22D  push installer_1vs100.4B6334                                      L"Program: "
0048B266  push installer_1vs100.4B0414                                      L"<program name unknown>"
0048B30F  push installer_1vs100.4B6324                                      L"File: "
0048B443  push installer_1vs100.4B6314                                      L"Line: "
0048B4BA  push installer_1vs100.4B62F8                                      L"Expression: "
0048B56F  push installer_1vs100.4B6218                                      L"For information on how your program can cause an assertion\nfailure, see the Visual C++ documentation on asserts"
0048B5AA  push installer_1vs100.4B6198                                      L"(Press Retry to debug the application - JIT must be enabled)"
0048B5D2  push installer_1vs100.4B03B8                                      L"Microsoft Visual C++ Runtime Library"
0048B729  mov esi,installer_1vs100.4CF248                                   L"Assertion failed: %s, file %s, line %d\n"
004909E4  mov esi,dword ptr ds:[eax*4+4CF34C]                               "\\dK"
00496378  mov dword ptr ds:[eax],installer_1vs100.4B67BC                    "0dI"
0049637E  mov dword ptr ds:[eax+4],installer_1vs100.4B67A4                  "peI"
004965DB  mov dword ptr ds:[esi],installer_1vs100.4B67BC                    "0dI"
004965E1  mov dword ptr ds:[esi+4],installer_1vs100.4B67A4                  "peI"
0049932E  push installer_1vs100.4B69B4                                      "1.2.6"
00499404  push installer_1vs100.4B69B4                                      "1.2.6"
0049B849  mov dword ptr ds:[eax+18],installer_1vs100.4B74FC                 "unknown compression method"
0049B8B9  mov dword ptr ds:[ecx+18],installer_1vs100.4B74E8                 "invalid window size"
0049B8CD  mov dword ptr ds:[edx+18],installer_1vs100.4B74D0                 "incorrect header check"
0049B90C  mov dword ptr ds:[ecx+18],installer_1vs100.4B74FC                 "unknown compression method"
0049B924  mov dword ptr ds:[edx+18],installer_1vs100.4B74B4                 "unknown header flags set"
0049BD51  mov dword ptr ds:[edx+18],installer_1vs100.4B74A0                 "header crc mismatch"
0049BF05  mov dword ptr ds:[edx+18],installer_1vs100.4B748C                 "invalid block type"
0049BF67  mov dword ptr ds:[ecx+18],installer_1vs100.4B746C                 "invalid stored block lengths"
0049C12A  mov dword ptr ds:[ecx+18],installer_1vs100.4B7450                 "invalid code lengths set"
0049C13A  mov dword ptr ds:[edx+18],installer_1vs100.4B742C                 "too many length or distance symbols"
0049C348  mov dword ptr ds:[ecx+18],installer_1vs100.4B7404                 "invalid code -- missing end-of-block"
0049C358  mov dword ptr ds:[edx+18],installer_1vs100.4B73E8                 "invalid bit length repeat"
0049C368  mov dword ptr ds:[eax+18],installer_1vs100.4B73E8                 "invalid bit length repeat"
0049C3BA  mov dword ptr ds:[ecx+18],installer_1vs100.4B73CC                 "invalid literal/lengths set"
0049C403  mov dword ptr ds:[eax+18],installer_1vs100.4B73B4                 "invalid distances set"
0049C62D  mov dword ptr ds:[edx+18],installer_1vs100.4B7398                 "invalid literal/length code"
0049C7E2  mov dword ptr ds:[edx+18],installer_1vs100.4B7380                 "invalid distance code"
0049C882  mov dword ptr ds:[ecx+18],installer_1vs100.4B7360                 "invalid distance too far back"
0049CA18  mov dword ptr ds:[ecx+18],installer_1vs100.4B7348                 "incorrect data check"
0049CA6D  mov dword ptr ds:[ecx+18],installer_1vs100.4B7330                 "incorrect length check"
0049DF14  mov dword ptr ds:[edx+B20],installer_1vs100.4CF7E8                "hvK"
0049EF99  mov dword ptr ds:[ecx+18],installer_1vs100.4B7360                 "invalid distance too far back"
0049EFA6  mov dword ptr ds:[edx+18],installer_1vs100.4B7380                 "invalid distance code"
0049EFC4  mov dword ptr ds:[edx+18],installer_1vs100.4B7398                 "invalid literal/length code"
004A8D39  mov dword ptr ds:[4CC6C4],installer_1vs100.4AEAB8                 L"AuthorizeInstallation"
004A8D77  mov dword ptr ds:[4CC6F4],installer_1vs100.4AEA9C                 L"CenterWindow"
004A8DAF  mov dword ptr ds:[4CC724],installer_1vs100.4AEA90                 L"Close"
004A8DED  mov dword ptr ds:[4CC754],installer_1vs100.4AEA70                 L"CreateShortcut"
004A8E1F  mov dword ptr ds:[4CC784],installer_1vs100.4AEA38                 L"CheckConcurrentInstallation"
004A8F1D  mov dword ptr ds:[4CC7B4],installer_1vs100.4AEA1C                 L"ChooseFolder"
004A8F55  mov dword ptr ds:[4CC7E4],installer_1vs100.4AE9FC                 L"IsPathWritable"
004A8F93  mov dword ptr ds:[4CC814],installer_1vs100.4AE9E8                 L"Download"
004A8FCC  mov dword ptr ds:[4CC844],installer_1vs100.4AE9D0                 L"ExecutePack"
004A9008  mov dword ptr ds:[4CC874],installer_1vs100.4AE9B8                 L"GetAppState"
004A90F4  mov dword ptr ds:[4CC8A4],installer_1vs100.4AE980                 L"GetAttributeValueFromFrame"
004A912D  mov dword ptr ds:[4CC8D4],installer_1vs100.4AE958                 L"GetDownloadedBytes"
004A916B  mov dword ptr ds:[4CC904],installer_1vs100.4AE930                 L"GetDownloadFileName"
004A91A9  mov dword ptr ds:[4CC934],installer_1vs100.4AE910                 L"GetDownloadSize"
004A91E7  mov dword ptr ds:[4CC964],installer_1vs100.4AE8EC                 L"GetDownloadSpeed"
004A92C3  mov dword ptr ds:[4CC994],installer_1vs100.4AE8C8                 L"GetDownloadState"
004A9301  mov dword ptr ds:[4CC9C4],installer_1vs100.4AE89C                 L"GetPackPercentageDone"
004A933F  mov dword ptr ds:[4CC9F4],installer_1vs100.4AE880                 L"GetPackResult"
004A937D  mov dword ptr ds:[4CCA24],installer_1vs100.4AE864                 L"GetPackState"
004A93BB  mov dword ptr ds:[4CCA54],installer_1vs100.4AE844                 L"GetStampedValue"
004A94C0  mov dword ptr ds:[4CCA84],installer_1vs100.4AE830                 L"GetValue"
004A94FE  mov dword ptr ds:[4CCAB4],installer_1vs100.4AE818                 L"InstallPack"
004A9536  mov dword ptr ds:[4CCAE4],installer_1vs100.4AE804                 L"LaunchApp"
004A956D  mov dword ptr ds:[4CCB14],installer_1vs100.4AE7F4                 L"LogMsg"
004A95AB  mov dword ptr ds:[4CCB44],installer_1vs100.4AE7DC                 L"OpenBrowser"
004A96C0  mov dword ptr ds:[4CCB74],installer_1vs100.4AE7C8                 L"PathCopy"
004A96F9  mov dword ptr ds:[4CCBA4],installer_1vs100.4AE7B0                 L"PathDelete"
004A9737  mov dword ptr ds:[4CCBD4],installer_1vs100.4AE794                 L"RegistryWrite"
004A976E  mov dword ptr ds:[4CCC04],installer_1vs100.4AE768                 L"RemovePreviousAmData"
004A97A7  mov dword ptr ds:[4CCC34],installer_1vs100.4AE730                 L"ReplyToApplicationTerminate"
004A98A0  mov dword ptr ds:[4CCC64],installer_1vs100.4AE71C                 L"ResetData"
004A98DE  mov dword ptr ds:[4CCC94],installer_1vs100.4AE70C                 L"Resize"
004A991A  mov dword ptr ds:[4CCCC4],installer_1vs100.4AE6EC                 L"SaveDynamicData"
004A9958  mov dword ptr ds:[4CCCF4],installer_1vs100.4AE6D8                 L"SaveValue"
004A9991  mov dword ptr ds:[4CCD24],installer_1vs100.4AE6B8                 L"SendHttpRequest"
004A9A88  mov dword ptr ds:[4CCD54],installer_1vs100.4AE6A8                 L"SetSkin"
004A9ABB  mov dword ptr ds:[4CCD84],installer_1vs100.4AE684                 L"SaveUninstallInfo"
004A9AF9  mov dword ptr ds:[4CCDB4],installer_1vs100.4AE668                 L"StopDownload"
004A9B3E  mov dword ptr ds:[4CCDE4],installer_1vs100.4AE648                 L"TakeScreenShot"
004A9B83  mov dword ptr ds:[4CCE14],installer_1vs100.4AE634                 L"Uninstall"
004A9C02  mov dword ptr ds:[4CCE44],installer_1vs100.4AE618                 L"WriteToStdOut"
